word,example
"에너지 믹스","ㅅ사와 한국에너지기술연구원은 이번 협약을 통해 다양한 에너지원을 혼합 사용하는 '에너지 믹스' 기술을 개발할 계획이다."
"에너지 바우처","에너지 취약 가구에 에너지 바우처를 지원한다."
"에듀 컬처 콘텐츠","미래형 교육 문화 환경 구축을 위한 에듀 컬처 콘텐츠 사업을 진행한다."
"에듀 푸어","에듀 푸어가 되지 않으려면 자녀가 태어났을 때부터 매달 소득의 일부를 적립하는 것이 좋다."
"에듀테인먼트","미래 교육은 즐기면서 학습하는 에듀테인먼트가 대세다."
"에듀테크","서울 공립초 11곳에 교원 전용 <<에듀 테크>> 연구실이 구축된다."
"에디션","지금 아니면 못 사는 크리스마스 에디션 상품이 쏟아진다."
"에디터","전문 에디터 육성이 출판 업계를 살리는 길이다."
"에디트","에디트 기능을 지원하는 게임도 규제 대상에 오른다."
"에러","승리가 절실한 상황으로, 수비 에러를 줄여 누수를 막아야 한다."
"에볼루션","차별화된 사업으로 디지털 에볼루션을 이룬다."
"에비뉴","커피 에비뉴에 사람들의 발길이 끊이지 않았다."
"에세이","고양이에 관한 잔잔한 에세이부터 만화, 양육 정보를 담은 책 등이 인기다."
"에스닉","치마 끝단에는 술이 촘촘히 달려 있어 에스닉한 분위기를 자아냈다."
"에스닉 룩","‘에스닉 룩’으로 이국적인 화보를 찍었다."
"에스코트","독립 유공자 유해는 경찰의 에스코트를 받으며 국립묘지에 안장됐다."
"에스테틱","울산 공공 산후조리원에서는 에스테틱 관리도 무료로 제공한다."
"에어 돔","창원에 '에어 돔 실내 축구장' 들어선다."
"에어 샤워","현관에는 미세먼지를 제거해주는 에어 샤워기를 설치했다."
"에어 서큘레이터","한여름 무더위에 에어 서큘레이터가 인기를 끌고 있다."
"에어 워셔","미세먼지 때문에 공기 청정기, 가습기, 에어 워셔 판매가 급증했다."
"에어 캡","수도 계량기에 에어 캡 두르면 동파를 74% 줄일 수 있다."
"에어 커튼","버스 승강장에 에어 커튼과 냉난방기를 설치한다."
"에어 클리너","절약 운전을 위해서는 차량 에어 클리너를 자주 점검해야 한다."
"에어 택시","2025년 서울 하늘에는 4인승 에어 택시가 뜬다."
"에어쇼","공군 특수비행단이 멋진 에어쇼를 선보였다."
"에어컨디셔너","한국의 에어컨디셔너는 공식적으로 일본 제품을 수입하면서 시작되었다."
"에이전시","국내 작가들이 유능한 에이전시를 통해 세계 문학계에 진출할 수 있게 돕는다."
"에이전트","프로스포츠 에이전트 제도 활성화로 선수들의 권익 보호에 나선다."
"에이지 테크","정부가 고령사회 삶의 질 향상에 기여하는 '에이지 테크'를 기반으로 한 실버 경제 육성을 위해 규제 완화, 생태계 지원에 나선다."
"에이지리스","에이지리스 화장품으로 건강하고 탄력 있는 피부를 가꾼다."
"에이징","흰머리, 탈모 등 모발 에이징을 방지하는 성분이 발견됐다."
"에이징 커브","선수단은 주축 선수들의 에이징 커브도 걱정해야 하는 단계다."
"에이징 테크","에이징 테크는 전 세계의 고령화 추세와 함께 발전 가능성이 클 전망이다."
"에인절 투자","창업 아이디어와 이를 구현할 구성원만 있는 상황에서 투자가 진행될 경우 이를 '에인절 투자'라고 부른다."
"에지","왼쪽 스케이트의 에지가 바깥쪽으로 확연하게 기울어졌다."
"에지 컴퓨팅","에지 컴퓨팅은 폭증한 데이터 처리를 위해 개발됐다."
"에코 그린 투어리즘","생태 교육과 문화·관광·체험을 연계한 에코 그린 투어리즘이 인기다."
"에코 드라이브","운전자 70%가 에코 드라이브를 실천하고 있다고 답했다."
"에코 드라이빙","에코 드라이빙은 주기적인 차량 관리부터 시작하면 좋다."
"에코 디자인","혁신형 에코 디자인 공모전이 열렸다."
"에코 마일리지","서울 시민 200만 명이 에코 마일리지로 온실 가스를 3% 감축했다."
"에코 백","페트병-방화복 재활용해 에코 백 만든다."
"에코 테크","전문가들은 기후위기에 따른 해결책을 산업적 측면에서 에코 테크 등 5개 분야로 제시했다."
"에코 힐링","한강 생태 문화체험으로 국민들에게 에코 힐링을 선사한다."
"에코1","시민들의 의견에 <<에코>>가 되어 혁신 정책으로 응답하겠다"
"에코2","오산시는 쓰레기 처리 도우미 '<<에코>> 트럭'을 운영한다."
"에코브리지","에코브리지 설치로 야생 생물의 서식과 이동이 원할해진다."
"에코엔티어링","연구팀에 의하면 오리엔티어링을 할 때 필요한 신체적, 인지적 능력은 고대 조상들이 사냥∙채집에 사용했던 뇌의 일부를 자극할 수 있다."
"에코티어링","구리에서 아차산 둘레길 에코티어링을 진행한다."
"에티켓","어린이들에게 공공장소에서 지켜야 하는 필수 에티켓을 알려준다."
"에피데믹","언제 어디서든 에피데믹이 재연될 수 있으니 주의해야 한다."
"에피소드","4년 경험·공부 에피소드 담은 졸업 작품을 전시한다."
"에필로그","감독판 에필로그를 보는 재미가 쏠쏠하다."
"엑소더스","아프가니스탄 20년 전쟁의 종착점은 '엑소더스'였다."
"엑스트라","엑스트라도 엄연히 주ㆍ조연급 배역을 꿈꾸는 연기자들이다."
"엑스포","실익 없는 국제 엑스포는 그만해야 된다는 주장도 있다."
"엑시트","업체 대표가 투자한 회사의 경영권 승계 시기가 임박했을 때 소유주와 협상해 엑시트를 구상했다."
"엔데믹","코로나 엔데믹을 막을 유일한 방법은 백신 개발이다."
"엔데믹 블루","달라진 일상에서 오는 스트레스가 엔데믹 블루의 원인이다."
"엔드 라인","엔드 라인 위의 대결이 펼쳐졌다."
"엔딩","얼마 남지 않은 엔딩이 기대가 된다."
"엔딩 크레디트","마지막 장면은 엔딩 크레디트가 올라간 뒤에도 오랫동안 여운을 남겼다."
"엔에프티","<<NFT>> 거래하기 전, 저작권 꼭 확인하세요."
"엔지니어링","과학, 기술, 엔지니어링, 예술 분야 인재 육성에 나선다."
"엔터테인먼트","대형 게임사들이 엔터테인먼트 사업에 진출하는 추세다."
"엔트리","올림픽 엔트리를 위한 ‘옥석 가리기’ 나섰다."
"엘리베이터 피치","엘리베이터 피치로 해외 투자를 유치한다."
"엘리트","엘리트 육성을 넘어 생활 스포츠 저변 확대와 선수 인권 보호에 힘을 쓴다."
"엠디","최근 유명 아이돌 그룹의 데뷔 10주년 공식 엠디 예약 판매가 시작됐다."
"엠바고","엠바고를 파기하면 징계를 받기도 한다."
"엠블럼","축구 협회 '호랑이 얼굴'로, 19년 만에 엠블럼을 교체했다."
"역시즌","유통가에서는 역시즌 상품 할인 판매가 대세로 자리를 잡았다."
"연동형 캡","연동형 캡과 석패율제 도입에 대한 이견으로 합의안 도출이 지연됐다."
"연료 탱크","송도 앞바다 화물선 연료 탱크에서 기름이 유출됐다."
"영 리치","영 리치가 고급 주거 상품의 큰 손으로 떠올랐다."
"영 케어러","영 케어러를 위한 선제 지원에 나선다."
"영 포티","고급 호텔의 주고객으로 영 포티, 2030세대가 부상하고 있다."
"옐로 카펫","어린이 교통사고 막는 ‘옐로 카펫’ 1000개 깔린다."
"오가노이드","화학 물질의 장기 유해성을 평가할 인공 오가노이드가 개발됐다."
"오가닉","친환경 자연주의 열풍에 오가닉 제품 인기도 계속된다."
"오너","오너 일가라고 해서 회사를 좌지우지할 수 있는 시대는 지났다."
"오너 드라이브","오너 드라이브를 하는 임원들을 위한 차를 소개한다."
"오너 리스크","식품 업계 기업들이 연이은 오너 리스크로 몸살을 앓는다."
"오너 코드","논문 표절, 부정 행위 등 오너 코드 위반은 심각한 사안으로 봐야 한다."
"오너드라이버","강력한 성능을 뽐내는 주행감이 오너드라이버에게 만족감을 준다."
"오디션","소상공인을 대상으로 오디션을 실시해 사업 자금을 지원한다."
"오디언스","홍보에는 정확한 목표 오디언스를 설정해 그들의 흥미를 끌 전략이 필요하다."
"오디오 가이드","비대면 한옥 체험을 위해 북촌 오디오 가이드를 운영한다."
"오디오 북","문화재청은 자연유산 전자책과 오디오 북을 무료로 배포한다."
"오리엔탈 드레스","오리엔탈 드레스의 매력에 빠진다."
"오리엔탈 스타일","오리엔탈 스타일에 많은 이들이 열광한다."
"오리엔탈리즘","명화 속에서 오리엔탈리즘과 서구 우월주의를 엿볼 수 있다."
"오리엔테이션","대학 신입생 오리엔테이션도 유튜브 생중계로 한다."
"오리지널","데이비드 호크니 오리지널 판화를 부산에서 본다."
"오리지널 콘텐츠","아태지역 오리지널 콘텐츠 약 50편을 공개했다."
"오마주","명인들의 삶을 회고하는 명인 오마주 공연을 한다."
"오마카세","최근 젊은 세대를 중심으로 '오마카세'열풍이 불면서, 데이트 장소로 오마카세 식당을 선택하는 이들이 늘고 있다."
"오버 투어리즘","환경 보전 기여금으로 오버 투어리즘을 해결한다."
"오버 페이스","직장인들이 오버 페이스를 하게 되면 건강을 잃을 위험이 높다."
"오버독","세상은 오버독에게 공감하지 않는다."
"오버랩","영화는 바이러스와 거짓 정보 확산 등 현재 상황이 오버랩되며 화제를 모았다."
"오버랩핑","젊은 예술가들은 장생포에서 공단과 문화예술이 오버랩핑되는 경험을 한다."
"오버로드","대량 주문에도 오버로드가 발생하지 않는 거래 환경을 구축했다."
"오버부킹","항공사가 오버부킹을 받아 손님 4명을 강제로 내리게 한 사건이 있었다."
"오버슈즈","비 오는 날 장화가 부담스럽다면 고무 소재 오버슈즈도 좋은 대안이 된다."
"오버액션","먹방에서 오버액션은 시청자의 공감을 이끌어낸다."
"오버웨이트","전반적으로 투자자들에게 오버웨이트 전략을 제안했다."
"오버코트","남성 오버코트는 종아리 중간 정도 오는 길이가 적당하다."
"오버타임","경기 종료 11초를 남겨 놓고 공격을 하던 중 오버타임이 선언됐다."
"오버행","빚이 성장을 가로막는 부채 오버행에 빠질 우려가 있다."
"오버홀","소방 헬기는 정기 검사와 함께 10년마다 기체 오버홀을 한다."
"오벌오피스","한미 정상은 백악관 오벌오피스에서 회담을 했다."
"오브제","작가는 고전 작품과 일상의 오브제를 복합적으로 재구성해 보여준다."
"오브젝트","게임은 탁 트인 시야에 다양한 오브젝트로 공간미와 조형미까지 살렸다."
"오서독스","오서독스하지 않고 유연하게 판단하고 결정하려고 노력한다."
"오션 뷰","부산을 한눈에 조망하는 오션 뷰가 환상적이다."
"오일 쇼크","정부는 80년대 오일 쇼크 이후 석유 비축을 지속해왔다."
"오일볼","원유의 휘발 물질이 사라지고 오일볼 형태로 바다 위에 떠서 이동한다."
"오일펜스","여수 해상에서 선박 급유 중 기름이 유출돼 오일펜스를 설치했다."
"오일허브","울산 북항이 동북아 오일허브로 거듭난다."
"오토 레이스","오토 레이스에서 잇단 승전보를 울렸다."
"오토 쇼","코로나로 오토 쇼 등 주요 행사가 모두 취소됐다."
"오토 프로그램","오토 프로그램을 도입하여 자동화 체계를 구축하였다."
"오토캐드","문경시는 직원 대상 오토캐드 교육을 실시했다."
"오토캠핑","오토캠핑으로 안전 여행 떠난다."
"오트 쿠튀르","오트 쿠튀르는 한 땀 한 땀 손바느질을 하듯 모든 역량을 쏟아 부은 옷이다."
"오퍼레이터","내한 뮤지컬의 숨겨진 일꾼에 자막 오퍼레이터가 있다."
"오퍼상","60년대 청년 창업 대부분이 수출입거래를 담당하는 오퍼상이었다."
"오프 더 레코드","취재원이 오프 더 레코드를 요구하면 기자는 이를 지키거나 취재를 유보한다."
"오프 시즌","오프 시즌에도 훈련은 매일 한다."
